"payment","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","var21","var22","var23","var24","var25","var26","var27","var28","var29","var30"
"Denied","wv","bq",11.83,36.2,-0.77,5.3,2.27,4.76,"ch","ld","te",-2.13,"te",-2.23,47.9,8.04,"bw",30.33,"ev",-13.75,13.61,-7.01,"sy",3.62,6.52,1.33,-0.03,2.46,"dg",13.35
"Denied","qw","bq",3.08,4.13,-3.21,4.58,-2.96,9.94,"ch","ld","rl",5.51,"cb",1.03,-6.69,10.4,"bw",32.09,"bz",25.94,27.18,27.94,"qu",6.7,18.64,16.71,10.22,0.53,"ev",46.88
"Denied","qw","bq",-0.22,13.1,23.42,12.74,13.24,9.44,"ch","ld","rl",7.56,"cb",1.8,32.02,8.05,"bw",12.84,"qu",11.77,15.57,15.07,"tf",-0.24,23.16,-25.35,5.68,-0.45,"ev",35.13
"Denied","qw","rv",-1.15,0.13,21.44,2.69,30.43,7.12,"ch","db","te",9.95,"pf",2.15,17.2,5.92,"ov",57.24,"me",24.73,35.34,4.42,"tf",-3.37,11.57,25.85,7.57,0.22,"ev",21.84
"Denied","wv","js",5.02,12.51,9.68,0.38,8.42,1.09,"nv","db","rl",-0.12,"cb",5.36,-8.46,13.98,"bw",15.48,"tg",35.5,21.85,24.46,"qu",3.4,20.65,23.88,2.37,0.87,"ev",24.56
"Denied","wv","bq",3.2,34.79,43.23,17.8,20.29,12.12,"ch","db","te",8.1,"kh",1.53,5.09,7.54,"ov",18.39,"qu",-5.5,2.49,14.8,"da",8.48,9.44,10.11,3.1,0.22,"ev",10.05
"Denied","wv","py",2.46,31.86,6.46,17.36,29.14,9.83,"nv","db","te",22.72,"cb",-1.8,2.71,15.97,"zk",26.91,"fh",-3.44,21.67,0.31,"fe",-0.45,8.04,5.19,-3.15,1.39,"ev",21.94
"Denied","qw","hk",5.65,22.88,14.82,7.38,5.7,7.16,"ch","ld","te",8.66,"pf",3.69,8.88,12.22,"bw",37.06,"bz",-0.39,-18.55,-8.9,"tf",8.25,15.66,0.04,7.71,-0.43,"ev",27.05
"Success","wv","js",6.76,1.11,-0.57,5.1,13.94,6.35,"ch","ld","te",10.83,"kh",4.69,-7.33,4.05,"ov",-42.19,"bz",28.58,37.75,28.45,"ub",8.77,1.33,15.69,-0.21,0.96,"ev",25.39
"Denied","qw","hk",5.32,23.95,-3.33,16.94,16.63,7.61,"nv","db","te",15.29,"cb",2.82,46.14,7.54,"ki",-19.78,"ev",21.19,5.57,6.32,"ri",6.1,21.99,10.62,6.18,0.54,"ev",34.02
"Denied","ma","rv",-1.93,31.2,25.55,16.03,19.81,-1.53,"ch","ld","te",-4.52,"cb",3.04,34.95,35.5,"ki",7.95,"qu",-3.87,32.93,23.84,"ub",2.83,28.57,24.72,10.07,-0.14,"ev",1.86
"Denied","qw","xn",0.52,27.01,15.12,-0.03,3.94,7.4,"nv","ld","te",4.69,"kh",-1.57,-0.24,21.03,"zk",9.6,"ev",-14.86,22.18,12.27,"tf",7.75,-0.9,26.24,5.91,2.22,"ev",3.25
"Denied","wv","py",3.24,10.69,-3.42,-7.63,12.01,15.15,"ch","ld","te",7.2,"kh",3.07,6.74,1.23,"ki",12.43,"me",18.18,0.86,18.11,"ub",-5.14,16.67,4.5,6.98,0.28,"ev",3.74
"Denied","qw","zg",7.18,35.9,43.38,24.8,5.46,9.61,"ja","ld","te",-1.18,"kh",0.35,18.71,-4.41,"az",11.22,"tg",37.47,17.73,13.03,"ub",-8.49,-5.2,12.91,7.65,0.88,"ev",45.5
"Denied","qw","hk",2.5,15.17,5.09,-6.91,18.49,10.11,"ja","ld","te",7.68,"iz",0.36,52.53,-11.98,"ki",29.55,"ev",7.8,17.96,-16.59,"tf",17.7,16.35,7.9,1.56,0.78,"ev",5.66
"Denied","qw","hk",3.49,17.78,1.92,4.7,16.13,-4.64,"ch","ld","te",11.44,"te",-1.17,24.81,8.36,"bw",3.5,"qu",-18.6,26.79,-0.02,"tf",1.08,14.78,1.3,4.99,1.85,"ev",39.86
"Success","qw","js",6.71,-19.95,31.24,0.86,-5.06,12.51,"ch","ld","rl",11.03,"kh",-0.27,10.74,-1.25,"bw",-15.12,"tg",25.72,-1.94,-0.43,"tf",-0.91,-10.97,6.68,1.9,1.75,"ev",17
"Denied","qw","hk",-0.38,15.63,31.27,18.04,-9.46,12.7,"ch","ld","te",11.67,"te",2.83,22.14,-5.51,"bw",12.61,"tg",28.37,21.17,30.86,"qu",3.15,4,-7.12,2.94,1.4,"ev",19.08
"Success","wv","bq",0.59,27.99,15.48,12.39,10.09,2.88,"ch","db","te",17.33,"te",0.87,25.95,-1.7,"ki",49.47,"qu",-5.01,0.21,-1.7,"qu",6.74,0.67,11.89,6.2,2.41,"ev",8.73
"Denied","wv","js",5.61,19.33,29.28,16.39,-5.41,4.08,"ch","db","rl",-1.29,"iz",3.58,51.81,4.15,"zk",21.22,"me",58.96,26.89,8.17,"ub",5.72,22.66,35.91,4.4,-1.53,"ev",58.18
"Denied","kq","hk",1.46,-8.43,54.68,12.77,-2.73,1.05,"ch","ld","rl",13.9,"te",1.04,26.48,13.09,"zk",43.8,"qu",29.66,-4.21,-5.97,"tf",1.12,11.71,12.92,4.02,-0.06,"ev",30.08
"Denied","qw","py",2.77,3.93,19.72,16.09,11.23,-0.88,"ch","ld","te",13.2,"te",0.58,35.06,-8.16,"zk",50.17,"ev",28.06,18.12,25.24,"da",6.37,18.37,6.27,8.16,3.05,"dg",12.89
"Success","wv","zg",-3.36,13.69,9.9,5.67,3.11,-5.65,"nv","db","te",12.41,"iz",0.04,24.68,9.47,"ki",0.3,"me",-0.5,-12.25,-9.33,"qu",-0.63,21.89,3.35,5.4,0.42,"ev",3.26
"Success","qw","rv",3.51,-20.76,17.32,-1.94,14.53,-1.63,"ch","db","te",8.99,"iz",0.22,39.79,22.31,"ki",13.84,"qu",22.32,13.4,-4.48,"ub",5.7,9,-0.66,6.35,2.68,"ev",38.1
"Success","kq","rv",1.65,17.21,27.8,-0.89,3.93,-1.06,"ch","ld","te",12.33,"iz",2.72,41.21,13.44,"bw",25.83,"ev",28.03,20.98,30.32,"ub",1.8,7.63,3.98,8.29,2.39,"dg",9.29
"Denied","qw","hk",0,17.07,35.15,29.62,19.88,7.16,"ch","ld","te",8.66,"np",3.23,50.66,-2.4,"zk",43.29,"tg",50.09,21.62,43.76,"ri",10.74,13.28,5.24,4.96,0.2,"ev",12.81
"Denied","qw","js",0.76,25.96,2.55,-7.33,7.8,10.27,"ja","ld","te",14.16,"pf",1.97,14,12.85,"bw",7.03,"fh",14.13,24.87,16.79,"tf",8.08,17.29,21.41,8.31,0.57,"ev",13.9
"Success","wv","py",2.94,16.92,16.52,18.26,15.37,4.62,"nv","pe","te",13.78,"cb",4.66,10.29,3.39,"ki",49.47,"ev",20.5,30.82,6.39,"ub",7.14,8.93,15.91,1.43,-0.71,"ev",9.13
"Denied","qw","py",-1.23,14.49,4.75,4.74,9.77,1.77,"ch","ld","rl",0.69,"iz",5.12,58.99,9.23,"ov",42.32,"fh",-1.01,34.9,0.45,"qu",2.06,21.86,7.6,3.55,0.63,"ev",3.75
"Denied","qw","bq",4.3,3.49,-15.05,11.7,15.47,-0.43,"ch","ld","rl",10.38,"pf",1.3,10.91,28.57,"ov",31.36,"ev",55.91,10.35,13.58,"ri",7.73,19.13,26.16,9.57,1.04,"ev",25.5
"Denied","kq","rv",4.99,1.15,20.47,-6.74,3.7,5.45,"nv","ld","rl",16.26,"te",-1.08,14.49,2.21,"ki",19.01,"me",47.76,23.59,-0.48,"cz",13.93,17.6,8.86,4.16,2,"dg",7.36
"Denied","wv","js",7.07,24.34,15.71,17.31,5.34,-1.62,"ch","ld","te",-3.33,"cb",1.07,-6.44,-4.03,"ki",-1.43,"tg",45.87,-8.97,24.78,"ub",0.76,22.34,30.19,-4.04,0.93,"dg",22.21
"Denied","wv","zg",0.7,22.46,9.34,8.61,4.33,8.29,"ch","ld","te",-4.49,"cb",-0.02,-10.27,2.23,"bw",2.78,"ev",20.4,18.87,-1.9,"ri",-2.48,22.19,14.17,5.49,-0.37,"ev",16.01
"Denied","wv","bq",7.34,21.54,69.62,2.15,23.84,2.91,"ch","ld","te",2.11,"iz",6.88,23.8,22.94,"ki",25.34,"me",2.31,2.09,1.59,"tf",10.84,14.66,21.47,-0.35,0.39,"dg",12.38
"Success","qw","js",6.18,22.84,12.01,8.37,-0.23,10.42,"ch","db","te",15.43,"cb",4.39,18.86,10.33,"zk",33.03,"ev",10.33,11.82,34.22,"ub",8.65,10.3,11.67,9.78,3.52,"ev",24.71
"Success","qw","zg",6.18,25.33,28.6,4.19,15.05,11.08,"ch","ld","te",10.18,"cb",3.37,21.56,34.69,"zk",19.25,"qu",-0.48,19.25,15.4,"fe",5,25.6,-8.89,4.21,1.48,"dg",-23.37
"Denied","wv","bq",6.42,-8.39,5.76,5.52,18.27,11.6,"ch","db","te",15.23,"cb",4.71,29.85,8.09,"ov",26.9,"ev",51.2,16.03,6.62,"ri",8.03,9.34,17.94,6.42,1.66,"dg",22.86
"Success","qw","py",-0.71,24.28,13.85,6.85,9.54,4.4,"ch","db","te",3.58,"cb",1.73,8.8,22.18,"bw",9.15,"qu",15.51,-1.88,-9.59,"ub",3.22,3.81,16.66,6.74,0.04,"ev",-6.28
"Denied","wv","py",2.59,26.96,41.93,3.99,26.6,9.62,"ch","ld","te",5.66,"cb",1.93,20.78,-0.23,"ki",-22.77,"ev",21.26,27.78,-11.12,"tf",3.45,27.08,19.85,-2.3,-0.4,"ev",17.51
"Denied","qw","py",4.72,7.04,18.55,12.57,12.69,8.63,"ch","pe","rl",5.91,"iz",0.49,16.63,9.17,"bw",42.81,"qu",36.37,17.39,27.12,"tf",8.3,4.5,3.53,0.75,-0.46,"ev",58.47
"Success","qw","py",2.33,1.95,16.26,3.27,11.43,10.35,"ch","ld","rl",2.74,"pf",4.99,8.26,-7.67,"ki",20.21,"ev",29.86,28.56,11.46,"ub",12.03,-6,11.69,1.99,0.12,"ev",33.15
"Success","qw","py",0.37,3.32,22.98,4.92,-1.12,-4.98,"ch","ld","te",0.73,"iz",3.12,22.11,-7.49,"bw",30.57,"qu",67.74,13.02,7.76,"ub",9.57,5.22,24.48,12.64,1.18,"ev",4.39
"Denied","wv","hk",5.24,3.12,15.33,15.88,6.21,4.77,"nv","ld","te",19.32,"pf",2.28,47.63,3.37,"ov",25.39,"fh",23.25,32.86,9.05,"tf",7.08,26.82,5.24,6.83,1.31,"dg",30.07
"Success","wv","py",6.34,26.43,10.19,9.9,-2.43,11.65,"ch","ld","te",1.02,"np",2.55,50.1,-10.26,"bw",20.5,"ev",40.78,24.53,7.26,"fe",3.86,-2.8,0.57,7.52,1.94,"dg",41.51
"Denied","wv","hk",-0.19,-21.13,31.37,-8.11,7.47,-8.15,"ch","pe","te",17.66,"kh",0.22,6.06,2.39,"zk",37.07,"qu",-15.84,-5.62,-0.85,"fe",5.23,19.95,37.34,-0.43,1.93,"ev",18.75
"Denied","qw","bq",-0.73,-6.94,49.33,17.03,18.86,17.13,"nv","ld","te",3.3,"cb",-0.65,35.54,-2.43,"ov",16.41,"qu",-4.73,38.09,-6.82,"qu",6.12,6.9,-2.32,6.76,2.21,"ev",13.46
"Denied","wv","py",3.02,27.54,32.1,-10.15,5.9,0.25,"nv","ld","te",17.44,"np",1.12,2.75,15.57,"bw",3.22,"qu",25.47,13.93,0.46,"qu",10.2,10.52,21.05,1.96,1.11,"dg",15.96
"Success","qw","py",-0.2,27.41,17.64,-2.27,9.53,4.1,"nv","pe","te",0.05,"cb",3.27,37.63,9.74,"ov",28.32,"tg",15.39,1.64,21.86,"tf",7.19,7.27,21.32,5.01,-0.93,"ev",21.11
"Denied","kq","bq",3.11,18.98,37.35,19.45,10.12,10.16,"ja","ld","te",2.27,"cb",2.75,4.34,-5.42,"ki",48.03,"qu",26.91,21.35,10.82,"da",19.38,15.77,-6.5,-1.41,1.6,"ev",31.68
"Success","qw","hk",2.91,4.45,60.08,10.86,9.69,16.56,"ch","ld","te",18.86,"cb",-4.22,14,19.93,"bw",30.38,"ev",3.62,-16.47,28.48,"tf",6.27,23.71,4.48,5.46,-1.35,"dg",47.14
"Denied","kq","hk",-2.6,24.56,32.74,13.91,6.64,-2.87,"ch","db","te",16.63,"pf",-1.06,16.66,1,"bw",9.49,"ev",12.44,-4.89,13.34,"qu",4.7,0.66,4.49,4.26,0.51,"dg",30.15
"Denied","kq","py",4.66,28.72,28.97,-2.99,28.11,6.9,"ch","db","rl",15.11,"cb",1.16,32.73,3.33,"ki",12.36,"ev",31.13,2.21,24.73,"tf",8.35,30.27,5.23,4.23,-0.79,"ev",17.52
"Denied","kq","hk",1.77,12.72,11.1,15.73,25.55,15.26,"ch","ld","te",3.17,"cb",1.11,32.41,13.21,"bw",38.04,"bz",8.84,28.03,4.08,"ub",6.93,6.42,-0.13,8.42,0.05,"ev",-13.96
"Success","wv","bq",2.41,11.77,42.69,0.9,3.49,6.69,"nv","pe","te",7.44,"kh",-1.05,28.77,-8.57,"bw",6.2,"tg",10.87,27.47,3.72,"ub",6.65,3.71,16.25,7.48,2.75,"ev",12.77
"Denied","qw","zg",-1.23,12.32,8.38,-5.18,23.92,-1.4,"ch","ld","te",3.63,"iz",-1.02,-6.77,1.06,"ki",20.34,"me",35.16,2.53,28.71,"qu",10.25,15.74,40.97,7.29,0.33,"ev",33.47
"Denied","wv","js",9.39,52.5,-0.4,7.99,-3.18,19.6,"nv","db","te",25.38,"cb",0.29,29.9,10.83,"bw",8.06,"ev",10.67,24.68,28.9,"ri",1.13,17.93,20.38,-4.95,1.02,"ev",34.97
"Success","qw","zg",0.53,2.68,-13.75,19.89,9.85,5.43,"ch","db","te",-1.84,"cb",-0.96,33.53,19.3,"bw",23.18,"ev",24.03,-5.84,19.34,"qu",8.92,-1.22,2.97,6.73,2.03,"ev",12.21
"Success","wv","hk",3.84,34.73,-7.17,-10.23,6.02,0.71,"nv","pe","te",4.23,"te",3.59,8.84,12.19,"ki",31.81,"ev",5.84,6.44,-3.45,"tf",4.77,10.08,41.08,10.61,1.06,"ev",35.29
"Denied","wv","hk",-1.58,4.71,38.19,24.12,3.22,7.74,"nv","ld","te",23.11,"cb",0.59,21.23,15.5,"bw",38.39,"tg",38.16,17.95,17.89,"fe",8.25,9.72,29.11,1.74,0.06,"dg",13.4
"Denied","wv","rv",7.46,-7.32,18.25,8.7,21.93,10.3,"ch","ld","rl",11.18,"kh",-1.67,46.96,3.35,"bw",32.19,"ev",6.66,15.48,18.5,"ub",3.59,2.68,1.94,-1.11,-0.68,"ev",-22.16
"Denied","qw","js",-1.94,-4.88,3.66,-5.61,12.38,14.61,"nv","db","te",7.56,"te",3.18,21.99,8.32,"bw",21.01,"ev",53.74,-11.76,20.12,"ri",13.34,5.36,18.28,5.51,2.69,"ev",16.48
"Denied","wv","js",6.5,25.85,30.25,4.32,7.99,3.29,"ch","ld","te",-3.99,"cb",2.79,7.34,1.4,"ki",-1.8,"qu",3.72,35.1,32.14,"ub",4.55,3.67,18.58,6.54,0.93,"ev",14.74
"Denied","ma","py",5.89,8.89,23.32,8.29,16.62,-0.71,"ch","ld","te",6.87,"kh",1.69,35.03,1.75,"zk",6.33,"ev",27.94,21.47,17.28,"ub",8.11,17.32,-1.24,7.48,1.49,"ev",20.15
"Denied","qw","js",4.16,60.72,7.03,15.77,7.58,3.09,"nv","ld","te",7.53,"te",-0.17,0.23,6.85,"ki",18.2,"bz",9.78,8.03,20.6,"ub",2.76,25.15,-6.21,3.41,0.75,"ev",-1.94
"Success","ma","bq",1.44,41.15,58.29,8.2,12.93,-6.16,"ja","ld","te",19.54,"cb",-1.12,4.76,20.89,"bw",2.3,"ev",8.98,10.25,17,"ub",3.25,2.76,12.18,3.91,0.46,"ev",22.07
"Success","wv","py",3.15,-3.18,49.69,4.67,2.24,-6.04,"ch","db","te",-6.22,"cb",5.3,28.24,29.85,"zk",-4.34,"me",10.96,5.9,19.59,"ri",-7.89,1.39,10.17,11.55,1.27,"dg",5
"Denied","kq","bq",3.56,29.26,15.26,4.97,7.13,5.11,"ch","ld","te",8.03,"te",-1.14,15.88,9.03,"zk",29.32,"tg",-14.48,14.42,10.79,"qu",-1.73,10.05,12.39,4.64,0.72,"ev",33.24
"Success","wv","zg",1.01,3.26,4.72,11.12,7.03,1.44,"nv","ld","te",1.51,"te",2.88,6.7,13.83,"zk",25.74,"ev",21.56,16.45,-9.03,"tf",4.4,4.53,19.17,12.6,-0.46,"ev",10.48
"Denied","wv","hk",4.58,12.33,52.01,10.05,3.58,-2.25,"ch","ld","te",14.84,"cb",2.12,28.83,21.11,"bw",41.45,"ev",26.88,-16.71,12.74,"ri",-1.22,15.88,27.18,5.32,1.76,"ev",16.44
"Success","qw","py",4.37,32.77,52.72,9.94,11.6,3.51,"ch","ld","te",11.53,"cb",-0.55,3.17,24.73,"ki",30.75,"ev",16.6,27.16,7.44,"ub",-3.48,9.83,20.65,3.54,1.46,"dg",-7.99
"Success","wv","py",5.31,-10.52,1.95,18.07,-9.1,-0.08,"nv","ld","te",10.09,"cb",2.4,9.42,8.39,"bw",0.17,"ev",14.61,-1.01,23.2,"ub",10.25,12.96,23.88,5.77,2,"dg",-16.21
"Success","kq","js",5.08,-2.46,21.97,11.46,3.69,4.85,"ch","ld","te",-0.83,"cb",-1.08,20.36,8.57,"ki",40.29,"qu",-5.96,10.59,25.28,"tf",9.22,6.66,9.44,-1.03,1.62,"ev",-3.28
"Denied","qw","bq",-0.7,22.05,46.77,5.64,25.21,0.64,"ch","ld","te",-0.19,"cb",0.58,29.34,19.95,"zk",4.51,"qu",34.71,-0.85,4.17,"qu",8.91,15.95,18.27,0.99,0.86,"ev",34.61
"Success","wv","py",4.02,-10.26,7.11,16.09,19.95,22.65,"ch","ld","te",4.13,"te",3.11,12.41,17.26,"az",8.2,"qu",26.81,18.17,5.08,"cz",4.31,3.93,20.12,1.33,-0.01,"ev",12.59
"Success","wv","zg",3.7,31.07,56.88,6.13,11.48,-1.51,"ch","ld","te",12.82,"te",1.19,8.44,22.47,"ki",34.25,"tg",13.51,4.59,12.11,"ri",4.59,18.38,13.61,12.68,0.61,"ev",20.56
"Success","qw","js",5.88,8.4,37.37,7.57,13.95,2.27,"ch","ld","te",2.61,"iz",0.39,15.77,15.85,"ki",0.4,"ev",-19.77,9.9,-2.67,"ub",6.36,11.47,20.53,0.42,-0.73,"ev",9.85
"Denied","qw","bq",2.74,16.98,36.42,3.79,-3.76,2.97,"ch","ld","te",13.61,"te",-0.15,27.07,24.01,"bw",2.31,"qu",27.25,12.46,15.57,"fe",9.86,20.31,-0.48,5.48,-0.96,"ev",13.39
"Success","qw","py",1.43,5.64,17.87,20.97,10.32,7.19,"ja","ld","te",-3.09,"iz",6.13,36.42,-4.23,"ki",10.52,"qu",8.94,-5.48,13.96,"ri",8.76,6.42,20.47,0,0.88,"ev",11.39
"Success","ma","bq",3.78,17.99,45.52,17.87,4.2,9.66,"ch","ld","te",2.96,"te",3.13,-9.62,-4.53,"ki",4.37,"ev",28.82,21.9,18.95,"ub",8.75,33.24,6.29,4.98,3.96,"ev",15.74
"Denied","qw","zg",5.17,1.61,-28.83,4.09,10.88,3.35,"ja","ld","rl",4.94,"cb",1.83,18.49,11.12,"ki",40.64,"tg",-15.31,3.56,0.1,"tf",2.14,8.42,18.86,7.26,1.54,"dg",-0.33
"Success","kq","xn",3.32,4.57,25.63,14.34,4.5,-1.5,"ch","ld","te",9.8,"cb",-1.7,-0.32,8.17,"ov",3.34,"ev",46.96,6.18,-12.91,"ri",7.5,-6.27,-7.73,11.32,1.88,"ev",22.13
"Success","wv","py",1.48,4.18,2.94,1.49,-2.62,11.82,"nv","ld","te",3.15,"cb",3.26,48.61,16.92,"ki",40.26,"me",45.57,12.99,4.83,"ub",5.27,14.79,25.58,-7.32,0.25,"ev",14.18
"Denied","qw","qf",3.3,20.94,40.55,5.46,10.16,6.71,"nv","ld","te",-21.49,"te",0.58,15.65,14.98,"bw",10.58,"qu",7.42,34.33,17.06,"tf",13.61,4.5,17.97,-0.65,3.04,"ev",18.49
"Success","wv","bq",0.94,24.91,-11.71,10.38,-4.66,15.3,"ch","db","te",21.74,"te",3.61,31.97,20.96,"ov",26.79,"qu",20.99,2.99,15.42,"tf",-6.19,9.31,31.65,0.22,0.9,"dg",18.4
"Success","qw","qf",4.71,17.46,25.05,7.68,0.88,1.82,"ch","ld","rl",-0.61,"cb",0.91,25.47,29.44,"zk",-6.33,"ev",13.9,6.91,4.56,"tf",-2.55,-14.55,4.8,3.2,2.46,"ev",16.48
"Success","qw","hk",2.61,5.05,71.32,7.7,11.23,10.7,"ch","db","te",13.56,"te",-2.11,-11.81,4.14,"ov",6.73,"ev",3.63,0.91,-2.92,"qu",1.32,-5.19,11.5,5.61,1.43,"ev",8.11
"Denied","qw","py",-0.02,0.07,39.2,12.94,-4.92,10.84,"nv","ld","te",5.22,"te",3.4,-15.63,3.41,"ki",-4.21,"ev",-29.44,0.04,-18.71,"fe",4.65,10.29,11.75,6.31,0.16,"ev",-10.21
"Success","wv","py",5.46,16.14,44.61,3.4,1.05,12.51,"nv","ld","te",2.13,"cb",5.77,-26.46,12.42,"az",29.65,"tg",21.89,35.54,17,"ub",4.04,12.99,-0.54,-4.36,1.64,"ev",32.64
"Success","qw","zg",1.29,19.57,26.38,1.69,26.78,3.64,"ch","db","te",10.92,"cb",4.47,34.18,24.8,"ki",46.17,"bz",12.55,16.92,13.78,"tf",3.27,-4.99,13.3,5.47,1.96,"ev",-0.4
"Denied","kq","js",4.11,19.57,30.51,15.96,-0.7,0.47,"ch","ld","rl",9.93,"iz",-0.35,3.1,13.96,"bw",1.6,"tg",-3.21,28.06,10.93,"ub",9.55,19.9,10.21,5.33,1.41,"ev",16.53
"Denied","qw","js",8.3,21.57,26.7,11.74,7.93,12.96,"ch","ld","te",5.94,"cb",0.77,15.81,10.97,"bw",14.08,"tg",14.14,7.77,22.88,"qu",3.19,4.85,13.36,-3.27,2.46,"ev",31.74
"Success","qw","hk",1.93,-4.18,24.87,3.91,6.81,3.39,"nv","ld","rl",15.29,"np",-0.63,17.34,28.33,"ov",25.8,"tg",21.8,39.04,12.71,"sy",6.55,-8.51,29.59,1.03,0.58,"ev",4.49
"Denied","qw","bq",0.34,28.05,32.91,-1.22,9.25,1.39,"nv","db","te",19.2,"cb",5.3,39.89,-4.2,"ki",44.98,"ev",15.19,16.05,19.01,"da",6.15,9.88,14.28,-1.84,-0.22,"ev",68.91
"Denied","wv","zg",4.95,-0.54,7.47,11.55,17.87,0.97,"nv","db","te",9.06,"cb",2.05,15.24,23.39,"bw",15.2,"ev",15.16,14.29,1.53,"tf",2.39,17.9,21.16,7.94,2.98,"dg",-3.65
"Denied","wv","js",4.56,7.22,34.52,-0.67,19.06,9.01,"ch","ld","te",2.53,"cb",3.37,13.86,-9.48,"ki",17.99,"me",23.45,8.34,31.29,"tf",-2.77,11.63,20.17,2.3,-0.09,"dg",22.42
"Success","qw","py",6.63,8.55,2.58,-0.57,4.16,14.87,"ch","db","te",10.97,"kh",1.92,14.59,15.63,"ov",10.52,"qu",-3.76,7.55,19.3,"tf",2.25,5.9,-3.74,3.23,2.55,"dg",20.03
"Denied","qw","py",0.74,23.78,23.4,21.02,23.06,8.18,"ch","ld","te",11.16,"kh",2.84,7.73,24.43,"bw",14.91,"ev",59.96,22.53,15.45,"ub",9.17,9.01,-3.39,-1.78,2.5,"ev",0.4
"Denied","qw","py",0.38,22.18,15.51,-16.37,4.53,11.12,"ja","ld","te",9.72,"te",-0.13,37.15,6.52,"zk",8.34,"tg",1.71,4.69,16.65,"ub",-3.27,29.25,11.33,2.46,-0.29,"ev",3.86
"Denied","kq","js",6.67,26.61,32.68,15.1,19.38,10.56,"ch","ld","te",4,"iz",0.03,17.78,5.72,"bw",27.43,"ev",11.7,-0.7,-0.43,"da",5.83,1.32,3.51,-3.21,0.61,"ev",9.25
"Success","qw","bq",-2.24,-3.52,27.74,13.6,19.15,-1.51,"ch","ld","rl",10.03,"te",2.5,26.27,14.78,"zk",15.01,"tg",19.39,3.13,-4.21,"ub",8.05,20.88,5.73,3.98,1.89,"ev",23.89
"Success","qw","zg",-1.25,12.49,30.67,17.21,5.28,-1.94,"nv","ld","te",1.85,"cb",4.26,50.94,-6.37,"ov",31.02,"ev",28.34,15.54,34.33,"ri",9.7,4.15,28.44,0.01,2,"ev",9.53
"Denied","qw","hk",1.29,-4.72,39.47,8.36,7.67,10.21,"ja","ld","te",3.76,"cb",1.55,39.24,15.41,"bw",21.61,"ev",60.07,-47.54,2.85,"tf",1.19,7.67,24.88,-0.32,0.44,"ev",24.27
"Success","wv","rv",9.02,35.32,33.54,16,16.44,8.59,"ch","ld","te",3.47,"kh",1.27,36.2,8.5,"ki",46.07,"tg",2,3.09,27.48,"tf",4.85,5.63,-4.39,2.79,1.27,"ev",19.94
"Success","qw","py",6.12,26.69,24.21,7.76,13.26,8.66,"ch","ld","te",3.2,"kh",0.8,22.18,-4.8,"zk",13.34,"qu",-4.28,22.89,23.86,"ub",2.84,3.24,8.86,6.89,-0.97,"ev",-3.32
"Denied","qw","zg",4.39,46.63,-0.11,-0.71,20.69,9.68,"nv","ld","te",12.63,"kh",-0.05,16.76,27.43,"ov",20.38,"ev",9.67,29.89,14.48,"cz",15.38,17.98,20.71,1.35,1.09,"ev",19.55
"Success","wv","js",3.36,26.07,-0.53,-3.83,10.78,7.03,"ch","ld","te",19.32,"te",2.03,30.2,12.37,"bw",36.06,"tg",16.45,25.84,0.62,"qu",6.81,17.25,35.35,2.95,0.68,"ev",32.02
"Denied","qw","bq",2.61,23.71,16.53,9.83,27.59,3.5,"ch","ld","te",3.82,"iz",-0.33,41.21,8.53,"bw",17.31,"me",-12.71,2.76,12.01,"fe",10.2,4.33,13.58,2.96,-1.69,"dg",21.48
"Denied","wv","py",2.96,10.93,26.65,9.24,4.31,-5.57,"nv","db","te",5.69,"iz",3.21,-15.79,2.95,"ki",49.34,"fh",33.88,20.04,9.39,"ri",-0.06,21.46,24.13,0.33,0.31,"ev",28.61
"Success","wv","hk",1.82,19.92,44.57,10.25,3.09,14.41,"ch","ld","rl",-1.13,"iz",1.8,34.31,21.21,"zk",10.92,"qu",5.53,19.53,22.74,"ub",-0.99,10.51,4.8,-4.42,1.11,"ev",34.23
"Denied","wv","hk",1.14,37.37,1.27,8.94,19.95,-8.61,"ch","db","rl",8.62,"iz",1.14,27.39,24.11,"bw",41.25,"me",15.18,-13.91,-11.24,"tf",4.4,10.47,8.81,1.94,-1.16,"ev",15.75
"Success","wv","js",1.46,0.85,25.67,15.12,-1.35,6.11,"ch","ld","te",3.72,"kh",3.59,14.07,19.16,"ki",33.31,"qu",8.6,38.99,19.75,"ub",8.09,7.26,15.36,-2.92,1.78,"ev",-8.14
"Success","qw","py",5.39,13.57,44.45,-4.17,15.05,17.51,"nv","ld","te",18.06,"kh",1.13,31,1.53,"ki",-4.09,"tg",6.3,17.62,11.68,"cz",4.9,4.51,10.64,6.72,1.45,"ev",3.19
"Denied","qw","zg",5.14,16.4,4.01,-2.09,11.84,9.66,"ja","db","te",8.53,"te",3.08,3.34,-1.48,"bw",17.23,"ev",8.73,-2.74,5.8,"fe",9.28,0.14,17.27,5.8,0.76,"ev",1.51
"Success","ma","py",-0.3,30.87,28.3,2.91,12.65,7.39,"ch","pe","te",5.62,"pf",-0.48,-4.79,5.2,"bw",24.77,"me",6.01,11.05,-4.31,"da",17.94,18.36,5,4.43,0.59,"dg",41.85
